"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2013","Lithuania","Proportion of population aged 60-79 years","19.2",""
"2013","Lithuania","Proportion of population aged 80 years and more","4.8",""
"2013","Luxembourg","Median age of population","39.1",""
"2013","Luxembourg","Proportion of population aged 0-19 years","23.0",""
"2013","Luxembourg","Proportion of population aged 20-39 years","28.4",""
"2013","Luxembourg","Proportion of population aged 40-59 years","29.6",""
"2013","Luxembourg","Proportion of population aged 60-79 years","15.1",""
"2013","Luxembourg","Proportion of population aged 80 years and more","3.9",""
"2013","Hungary","Median age of population","41.1",""
"2013","Hungary","Proportion of population aged 0-19 years","20.2",""
"2013","Hungary","Proportion of population aged 20-39 years","28.3",""
"2013","Hungary","Proportion of population aged 40-59 years","27.7",""
"2013","Hungary","Proportion of population aged 60-79 years","19.8",""
"2013","Hungary","Proportion of population aged 80 years and more","4.1",""
"2013","Malta","Median age of population","40.5",""
"2013","Malta","Proportion of population aged 0-19 years","20.6",""
"2013","Malta","Proportion of population aged 20-39 years","28.7",""
"2013","Malta","Proportion of population aged 40-59 years","26.5",""
"2013","Malta","Proportion of population aged 60-79 years","20.5",""
"2013","Malta","Proportion of population aged 80 years and more","3.7",""
"2013","Netherlands","Median age of population","41.6",""
"2013","Netherlands","Proportion of population aged 0-19 years","23.1",""
"2013","Netherlands","Proportion of population aged 20-39 years","24.6",""
"2013","Netherlands","Proportion of population aged 40-59 years","29.3",""
"2013","Netherlands","Proportion of population aged 60-79 years","18.9",""
"2013","Netherlands","Proportion of population aged 80 years and more","4.2",""
"2013","Austria","Median age of population","42.6",""
"2013","Austria","Proportion of population aged 0-19 years","20.1",""
"2013","Austria","Proportion of population aged 20-39 years","26.0",""
"2013","Austria","Proportion of population aged 40-59 years","30.2",""
"2013","Austria","Proportion of population aged 60-79 years","18.7",""
"2013","Austria","Proportion of population aged 80 years and more","5.0",""
"2013","Poland","Median age of population","38.8",""
"2013","Poland","Proportion of population aged 0-19 years","20.9",""
"2013","Poland","Proportion of population aged 20-39 years","30.8",""
"2013","Poland","Proportion of population aged 40-59 years","27.3",""
"2013","Poland","Proportion of population aged 60-79 years","17.3",""
"2013","Poland","Proportion of population aged 80 years and more","3.8",""
"2013","Portugal","Median age of population","42.6",""
"2013","Portugal","Proportion of population aged 0-19 years","20.0",""
"2013","Portugal","Proportion of population aged 20-39 years","26.0",""
"2013","Portugal","Proportion of population aged 40-59 years","28.4",""
"2013","Portugal","Proportion of population aged 60-79 years","20.2",""
"2013","Portugal","Proportion of population aged 80 years and more","5.3",""
"2013","Romania","Median age of population","40.5",""
"2013","Romania","Proportion of population aged 0-19 years","21.1",""
"2013","Romania","Proportion of population aged 20-39 years","28.2",""
"2013","Romania","Proportion of population aged 40-59 years","27.9",""
"2013","Romania","Proportion of population aged 60-79 years","19.0",""
"2013","Romania","Proportion of population aged 80 years and more","3.8",""
"2013","Slovenia","Median age of population","42.2",""
"2013","Slovenia","Proportion of population aged 0-19 years","19.3",""
"2013","Slovenia","Proportion of population aged 20-39 years","27.5",""
"2013","Slovenia","Proportion of population aged 40-59 years","29.6",""
"2013","Slovenia","Proportion of population aged 60-79 years","19.1",""
"2013","Slovenia","Proportion of population aged 80 years and more","4.5",""
"2013","Slovakia","Median age of population","38.2",""
"2013","Slovakia","Proportion of population aged 0-19 years","21.2",""
"2013","Slovakia","Proportion of population aged 20-39 years","31.8",""
"2013","Slovakia","Proportion of population aged 40-59 years","27.7",""
"2013","Slovakia","Proportion of population aged 60-79 years","16.4",""
"2013","Slovakia","Proportion of population aged 80 years and more","3.0",""
"2013","Finland","Median age of population","42.3",""
"2013","Finland","Proportion of population aged 0-19 years","22.3",""
"2013","Finland","Proportion of population aged 20-39 years","25.0",""
"2013","Finland","Proportion of population aged 40-59 years","26.7",""
"2013","Finland","Proportion of population aged 60-79 years","21.0",""
"2013","Finland","Proportion of population aged 80 years and more","5.0",""
"2013","Sweden","Median age of population","40.9",""
"2013","Sweden","Proportion of population aged 0-19 years","22.8",""
"2013","Sweden","Proportion of population aged 20-39 years","26.0",""
"2013","Sweden","Proportion of population aged 40-59 years","26.0",""
"2013","Sweden","Proportion of population aged 60-79 years","20.0",""
"2013","Sweden","Proportion of population aged 80 years and more","5.2",""
"2013","United Kingdom","Median age of population","39.8",""
"2013","United Kingdom","Proportion of population aged 0-19 years","23.7",""
"2013","United Kingdom","Proportion of population aged 20-39 years","26.5",""
"2013","United Kingdom","Proportion of population aged 40-59 years","27.0",""
"2013","United Kingdom","Proportion of population aged 60-79 years","18.1",""
"2013","United Kingdom","Proportion of population aged 80 years and more","4.7",""
"2014","European Union (current composition)","Median age of population","42.2","bp"
"2014","European Union (current composition)","Proportion of population aged 0-19 years","21.0","bp"
"2014","European Union (current composition)","Proportion of population aged 20-39 years","25.9","bp"
"2014","European Union (current composition)","Proportion of population aged 40-59 years","28.5","bp"
"2014","European Union (current composition)","Proportion of population aged 60-79 years","19.5","bp"
"2014","European Union (current composition)","Proportion of population aged 80 years and more","5.1","bp"
"2014","Belgium","Median age of population","41.3","b"
"2014","Belgium","Proportion of population aged 0-19 years","22.6","b"
"2014","Belgium","Proportion of population aged 20-39 years","25.7","b"
"2014","Belgium","Proportion of population aged 40-59 years","28.0","b"
"2014","Belgium","Proportion of population aged 60-79 years","18.3","b"
"2014","Belgium","Proportion of population aged 80 years and more","5.3","b"
"2014","Bulgaria","Median age of population","43.2",""
"2014","Bulgaria","Proportion of population aged 0-19 years","18.1",""
"2014","Bulgaria","Proportion of population aged 20-39 years","27.2",""
"2014","Bulgaria","Proportion of population aged 40-59 years","27.9",""
"2014","Bulgaria","Proportion of population aged 60-79 years","22.3",""
"2014","Bulgaria","Proportion of population aged 80 years and more","4.4",""
"2014","Czech Republic","Median age of population","40.8",""
"2014","Czech Republic","Proportion of population aged 0-19 years","19.6",""
"2014","Czech Republic","Proportion of population aged 20-39 years","29.1",""
"2014","Czech Republic","Proportion of population aged 40-59 years","27.0",""
"2014","Czech Republic","Proportion of population aged 60-79 years","20.4",""
"2014","Czech Republic","Proportion of population aged 80 years and more","3.9",""
"2014","Denmark","Median age of population","41.3",""
"2014","Denmark","Proportion of population aged 0-19 years","23.6",""
"2014","Denmark","Proportion of population aged 20-39 years","24.7",""
"2014","Denmark","Proportion of population aged 40-59 years","27.5",""
"2014","Denmark","Proportion of population aged 60-79 years","20.1",""
"2014","Denmark","Proportion of population aged 80 years and more","4.2",""
"2014","Germany including former GDR","Median age of population","45.6",""
"2014","Germany including former GDR","Proportion of population aged 0-19 years","18.2",""
"2014","Germany including former GDR","Proportion of population aged 20-39 years","24.0",""
"2014","Germany including former GDR","Proportion of population aged 40-59 years","30.7",""
"2014","Germany including former GDR","Proportion of population aged 60-79 years","21.8",""
"2014","Germany including former GDR","Proportion of population aged 80 years and more","5.4",""
"2014","Estonia","Median age of population","41.3",""
"2014","Estonia","Proportion of population aged 0-19 years","20.5",""
"2014","Estonia","Proportion of population aged 20-39 years","27.7",""
"2014","Estonia","Proportion of population aged 40-59 years","27.2",""
"2014","Estonia","Proportion of population aged 60-79 years","19.7",""
"2014","Estonia","Proportion of population aged 80 years and more","4.9",""
"2014","Ireland","Median age of population","35.8","p"
"2014","Ireland","Proportion of population aged 0-19 years","27.7","p"
"2014","Ireland","Proportion of population aged 20-39 years","28.9","p"
"2014","Ireland","Proportion of population aged 40-59 years","25.9","p"
"2014","Ireland","Proportion of population aged 60-79 years","14.5","p"
"2014","Ireland","Proportion of population aged 80 years and more","3.0","p"
"2014","Greece","Median age of population","42.9",""
"2014","Greece","Proportion of population aged 0-19 years","19.6",""
"2014","Greece","Proportion of population aged 20-39 years","26.0",""
"2014","Greece","Proportion of population aged 40-59 years","28.1",""
"2014","Greece","Proportion of population aged 60-79 years","20.3",""
"2014","Greece","Proportion of population aged 80 years and more","6.0",""
"2014","Spain","Median age of population","41.8",""
"2014","Spain","Proportion of population aged 0-19 years","19.8",""
"2014","Spain","Proportion of population aged 20-39 years","27.1",""
"2014","Spain","Proportion of population aged 40-59 years","29.6",""
"2014","Spain","Proportion of population aged 60-79 years","17.8",""
"2014","Spain","Proportion of population aged 80 years and more","5.7",""
"2014","France","Median age of population","40.8",""
"2014","France","Proportion of population aged 0-19 years","24.5",""
"2014","France","Proportion of population aged 20-39 years","24.3",""
"2014","France","Proportion of population aged 40-59 years","26.9",""
"2014","France","Proportion of population aged 60-79 years","18.5",""
"2014","France","Proportion of population aged 80 years and more","5.7",""
"2014","Croatia","Median age of population","42.6",""
"2014","Croatia","Proportion of population aged 0-19 years","20.6",""
"2014","Croatia","Proportion of population aged 20-39 years","26.0",""
"2014","Croatia","Proportion of population aged 40-59 years","28.3",""
"2014","Croatia","Proportion of population aged 60-79 years","20.7",""
"2014","Croatia","Proportion of population aged 80 years and more","4.5",""
"2014","Italy","Median age of population","44.7",""
"2014","Italy","Proportion of population aged 0-19 years","18.6",""
"2014","Italy","Proportion of population aged 20-39 years","23.9",""
"2014","Italy","Proportion of population aged 40-59 years","30.1",""
"2014","Italy","Proportion of population aged 60-79 years","21.0",""
"2014","Italy","Proportion of population aged 80 years and more","6.4",""
"2014","Cyprus","Median age of population","36.8",""
"2014","Cyprus","Proportion of population aged 0-19 years","22.7",""
"2014","Cyprus","Proportion of population aged 20-39 years","31.8",""
"2014","Cyprus","Proportion of population aged 40-59 years","26.2",""
"2014","Cyprus","Proportion of population aged 60-79 years","16.3",""
"2014","Cyprus","Proportion of population aged 80 years and more","3.1",""
"2014","Latvia","Median age of population","42.4",""
"2014","Latvia","Proportion of population aged 0-19 years","19.3",""
"2014","Latvia","Proportion of population aged 20-39 years","27.3",""
"2014","Latvia","Proportion of population aged 40-59 years","28.2",""
"2014","Latvia","Proportion of population aged 60-79 years","20.4",""
"2014","Latvia","Proportion of population aged 80 years and more","4.8",""
"2014","Lithuania","Median age of population","42.4",""
"2014","Lithuania","Proportion of population aged 0-19 years","20.6",""
"2014","Lithuania","Proportion of population aged 20-39 years","26.1",""
"2014","Lithuania","Proportion of population aged 40-59 years","29.0",""
"2014","Lithuania","Proportion of population aged 60-79 years","19.3",""
"2014","Lithuania","Proportion of population aged 80 years and more","5.0",""
"2014","Luxembourg","Median age of population","39.2",""
"2014","Luxembourg","Proportion of population aged 0-19 years","22.7",""
"2014","Luxembourg","Proportion of population aged 20-39 years","28.5",""
"2014","Luxembourg","Proportion of population aged 40-59 years","29.6",""
"2014","Luxembourg","Proportion of population aged 60-79 years","15.2",""
"2014","Luxembourg","Proportion of population aged 80 years and more","3.9",""
"2014","Hungary","Median age of population","41.3",""
"2014","Hungary","Proportion of population aged 0-19 years","19.9",""
"2014","Hungary","Proportion of population aged 20-39 years","28.1",""
"2014","Hungary","Proportion of population aged 40-59 years","27.6",""
"2014","Hungary","Proportion of population aged 60-79 years","20.2",""
"2014","Hungary","Proportion of population aged 80 years and more","4.2",""
"2014","Malta","Median age of population","40.6",""
"2014","Malta","Proportion of population aged 0-19 years","20.2",""
"2014","Malta","Proportion of population aged 20-39 years","29.0",""
"2014","Malta","Proportion of population aged 40-59 years","26.2",""
"2014","Malta","Proportion of population aged 60-79 years","20.7",""
"2014","Malta","Proportion of population aged 80 years and more","3.8",""
"2014","Netherlands","Median age of population","42.0",""
"2014","Netherlands","Proportion of population aged 0-19 years","22.9",""
"2014","Netherlands","Proportion of population aged 20-39 years","24.5",""
"2014","Netherlands","Proportion of population aged 40-59 years","29.1",""
"2014","Netherlands","Proportion of population aged 60-79 years","19.3",""
"2014","Netherlands","Proportion of population aged 80 years and more","4.3",""
"2014","Austria","Median age of population","42.9",""
"2014","Austria","Proportion of population aged 0-19 years","19.9",""
"2014","Austria","Proportion of population aged 20-39 years","26.1",""
"2014","Austria","Proportion of population aged 40-59 years","30.2",""
"2014","Austria","Proportion of population aged 60-79 years","18.8",""
"2014","Austria","Proportion of population aged 80 years and more","5.0",""
"2014","Poland","Median age of population","39.2",""
"2014","Poland","Proportion of population aged 0-19 years","20.6",""
"2014","Poland","Proportion of population aged 20-39 years","30.6",""
"2014","Poland","Proportion of population aged 40-59 years","27.1",""
"2014","Poland","Proportion of population aged 60-79 years","17.9",""
"2014","Poland","Proportion of population aged 80 years and more","3.9",""
"2014","Portugal","Median age of population","43.1",""
"2014","Portugal","Proportion of population aged 0-19 years","19.8",""
"2014","Portugal","Proportion of population aged 20-39 years","25.4",""
"2014","Portugal","Proportion of population aged 40-59 years","28.7",""
"2014","Portugal","Proportion of population aged 60-79 years","20.5",""
"2014","Portugal","Proportion of population aged 80 years and more","5.5",""
"2014","Romania","Median age of population","40.8","e"
"2014","Romania","Proportion of population aged 0-19 years","21.0","e"
"2014","Romania","Proportion of population aged 20-39 years","27.9","e"
"2014","Romania","Proportion of population aged 40-59 years","27.9","e"
"2014","Romania","Proportion of population aged 60-79 years","19.2","e"
"2014","Romania","Proportion of population aged 80 years and more","4.0","e"
"2014","Slovenia","Median age of population","42.5",""
"2014","Slovenia","Proportion of population aged 0-19 years","19.3",""
"2014","Slovenia","Proportion of population aged 20-39 years","27.0",""
"2014","Slovenia","Proportion of population aged 40-59 years","29.4",""
"2014","Slovenia","Proportion of population aged 60-79 years","19.6",""
"2014","Slovenia","Proportion of population aged 80 years and more","4.7",""
"2014","Slovakia","Median age of population","38.6",""
"2014","Slovakia","Proportion of population aged 0-19 years","20.9",""
"2014","Slovakia","Proportion of population aged 20-39 years","31.5",""
"2014","Slovakia","Proportion of population aged 40-59 years","27.7",""
"2014","Slovakia","Proportion of population aged 60-79 years","16.9",""
"2014","Slovakia","Proportion of population aged 80 years and more","3.0",""
"2014","Finland","Median age of population","42.4",""
"2014","Finland","Proportion of population aged 0-19 years","22.2",""
"2014","Finland","Proportion of population aged 20-39 years","25.2",""
"2014","Finland","Proportion of population aged 40-59 years","26.3",""
"2014","Finland","Proportion of population aged 60-79 years","21.4",""
"2014","Finland","Proportion of population aged 80 years and more","5.0",""
"2014","Sweden","Median age of population","40.9",""
"2014","Sweden","Proportion of population aged 0-19 years","22.7",""
"2014","Sweden","Proportion of population aged 20-39 years","26.0",""
"2014","Sweden","Proportion of population aged 40-59 years","25.9",""
"2014","Sweden","Proportion of population aged 60-79 years","20.2",""
"2014","Sweden","Proportion of population aged 80 years and more","5.2",""
"2014","United Kingdom","Median age of population","39.9",""
"2014","United Kingdom","Proportion of population aged 0-19 years","23.7",""
"2014","United Kingdom","Proportion of population aged 20-39 years","26.4",""
"2014","United Kingdom","Proportion of population aged 40-59 years","26.9",""
"2014","United Kingdom","Proportion of population aged 60-79 years","18.3",""
"2014","United Kingdom","Proportion of population aged 80 years and more","4.7",""
"2015","European Union (current composition)","Median age of population","42.4","bp"
"2015","European Union (current composition)","Proportion of population aged 0-19 years","20.9","bp"
"2015","European Union (current composition)","Proportion of population aged 20-39 years","25.7","bp"
"2015","European Union (current composition)","Proportion of population aged 40-59 years","28.4","bp"
"2015","European Union (current composition)","Proportion of population aged 60-79 years","19.7","bp"
"2015","European Union (current composition)","Proportion of population aged 80 years and more","5.3","bp"
"2015","Belgium","Median age of population","41.4",""
"2015","Belgium","Proportion of population aged 0-19 years","22.6",""
"2015","Belgium","Proportion of population aged 20-39 years","25.6",""
"2015","Belgium","Proportion of population aged 40-59 years","27.9",""
"2015","Belgium","Proportion of population aged 60-79 years","18.5",""
"2015","Belgium","Proportion of population aged 80 years and more","5.4",""
"2015","Bulgaria","Median age of population","43.4",""
"2015","Bulgaria","Proportion of population aged 0-19 years","18.2",""
"2015","Bulgaria","Proportion of population aged 20-39 years","26.7",""
"2015","Bulgaria","Proportion of population aged 40-59 years","28.1",""
"2015","Bulgaria","Proportion of population aged 60-79 years","22.4",""
"2015","Bulgaria","Proportion of population aged 80 years and more","4.6",""
"2015","Czech Republic","Median age of population","41.1",""
"2015","Czech Republic","Proportion of population aged 0-19 years","19.6",""
"2015","Czech Republic","Proportion of population aged 20-39 years","28.3",""
"2015","Czech Republic","Proportion of population aged 40-59 years","27.3",""
"2015","Czech Republic","Proportion of population aged 60-79 years","20.8",""
"2015","Czech Republic","Proportion of population aged 80 years and more","4.0",""
"2015","Denmark","Median age of population","41.5",""
"2015","Denmark","Proportion of population aged 0-19 years","23.2",""
"2015","Denmark","Proportion of population aged 20-39 years","24.8",""
"2015","Denmark","Proportion of population aged 40-59 years","27.5",""
"2015","Denmark","Proportion of population aged 60-79 years","20.3",""
"2015","Denmark","Proportion of population aged 80 years and more","4.2",""
"2015","Germany including former GDR","Median age of population","45.9",""
"2015","Germany including former GDR","Proportion of population aged 0-19 years","18.2",""
"2015","Germany including former GDR","Proportion of population aged 20-39 years","24.1",""
"2015","Germany including former GDR","Proportion of population aged 40-59 years","30.3",""
"2015","Germany including former GDR","Proportion of population aged 60-79 years","21.8",""
"2015","Germany including former GDR","Proportion of population aged 80 years and more","5.6",""
"2015","Estonia","Median age of population","41.4","b"
"2015","Estonia","Proportion of population aged 0-19 years","20.5","b"
"2015","Estonia","Proportion of population aged 20-39 years","27.6","b"
"2015","Estonia","Proportion of population aged 40-59 years","26.9","b"
"2015","Estonia","Proportion of population aged 60-79 years","20.1","b"
"2015","Estonia","Proportion of population aged 80 years and more","5.0","b"
"2015","Ireland","Median age of population","36.2","p"
"2015","Ireland","Proportion of population aged 0-19 years","27.7","p"
"2015","Ireland","Proportion of population aged 20-39 years","28.4","p"
"2015","Ireland","Proportion of population aged 40-59 years","26.1","p"
"2015","Ireland","Proportion of population aged 60-79 years","14.8","p"
"2015","Ireland","Proportion of population aged 80 years and more","3.0","p"
"2015","Greece","Median age of population","43.4",""
"2015","Greece","Proportion of population aged 0-19 years","19.5",""
"2015","Greece","Proportion of population aged 20-39 years","25.3",""
"2015","Greece","Proportion of population aged 40-59 years","28.4",""
"2015","Greece","Proportion of population aged 60-79 years","20.5",""
"2015","Greece","Proportion of population aged 80 years and more","6.3",""
"2015","Spain","Median age of population","42.3",""
"2015","Spain","Proportion of population aged 0-19 years","19.8",""
"2015","Spain","Proportion of population aged 20-39 years","26.2",""
"2015","Spain","Proportion of population aged 40-59 years","30.1",""
"2015","Spain","Proportion of population aged 60-79 years","18.0",""
"2015","Spain","Proportion of population aged 80 years and more","5.9",""
"2015","France","Median age of population","41.0","bp"
"2015","France","Proportion of population aged 0-19 years","24.6","bp"
"2015","France","Proportion of population aged 20-39 years","24.1","bp"
"2015","France","Proportion of population aged 40-59 years","26.7","bp"
"2015","France","Proportion of population aged 60-79 years","18.8","bp"
"2015","France","Proportion of population aged 80 years and more","5.8","bp"
"2015","Croatia","Median age of population","42.8",""
"2015","Croatia","Proportion of population aged 0-19 years","20.4",""
"2015","Croatia","Proportion of population aged 20-39 years","25.9",""
"2015","Croatia","Proportion of population aged 40-59 years","28.0",""
"2015","Croatia","Proportion of population aged 60-79 years","21.0",""
"2015","Croatia","Proportion of population aged 80 years and more","4.7",""
"2015","Italy","Median age of population","45.1",""
"2015","Italy","Proportion of population aged 0-19 years","18.5",""
"2015","Italy","Proportion of population aged 20-39 years","23.4",""
"2015","Italy","Proportion of population aged 40-59 years","30.4",""
"2015","Italy","Proportion of population aged 60-79 years","21.2",""
"2015","Italy","Proportion of population aged 80 years and more","6.5",""
"2015","Cyprus","Median age of population","37.0",""
"2015","Cyprus","Proportion of population aged 0-19 years","22.7",""
"2015","Cyprus","Proportion of population aged 20-39 years","31.5",""
"2015","Cyprus","Proportion of population aged 40-59 years","25.8",""
"2015","Cyprus","Proportion of population aged 60-79 years","16.8",""
"2015","Cyprus","Proportion of population aged 80 years and more","3.2",""
"2015","Latvia","Median age of population","42.7",""
"2015","Latvia","Proportion of population aged 0-19 years","19.4",""
"2015","Latvia","Proportion of population aged 20-39 years","26.9",""
"2015","Latvia","Proportion of population aged 40-59 years","28.2",""
"2015","Latvia","Proportion of population aged 60-79 years","20.6",""
"2015","Latvia","Proportion of population aged 80 years and more","4.9",""
"2015","Lithuania","Median age of population","42.7",""
"2015","Lithuania","Proportion of population aged 0-19 years","20.4",""
"2015","Lithuania","Proportion of population aged 20-39 years","26.0",""
"2015","Lithuania","Proportion of population aged 40-59 years","29.1",""
"2015","Lithuania","Proportion of population aged 60-79 years","19.4",""
"2015","Lithuania","Proportion of population aged 80 years and more","5.1",""
"2015","Luxembourg","Median age of population","39.3",""
"2015","Luxembourg","Proportion of population aged 0-19 years","22.4",""
"2015","Luxembourg","Proportion of population aged 20-39 years","28.7",""
"2015","Luxembourg","Proportion of population aged 40-59 years","29.5",""
"2015","Luxembourg","Proportion of population aged 60-79 years","15.4",""
"2015","Luxembourg","Proportion of population aged 80 years and more","4.0",""
"2015","Hungary","Median age of population","41.6",""
"2015","Hungary","Proportion of population aged 0-19 years","19.8",""
"2015","Hungary","Proportion of population aged 20-39 years","27.6",""
"2015","Hungary","Proportion of population aged 40-59 years","27.6",""
"2015","Hungary","Proportion of population aged 60-79 years","20.8",""
"2015","Hungary","Proportion of population aged 80 years and more","4.2",""
"2015","Malta","Median age of population","40.5",""
"2015","Malta","Proportion of population aged 0-19 years","19.9",""
"2015","Malta","Proportion of population aged 20-39 years","29.3",""
"2015","Malta","Proportion of population aged 40-59 years","26.0",""
"2015","Malta","Proportion of population aged 60-79 years","20.8",""
"2015","Malta","Proportion of population aged 80 years and more","3.9",""
"2015","Netherlands","Median age of population","42.2",""
"2015","Netherlands","Proportion of population aged 0-19 years","22.7",""
"2015","Netherlands","Proportion of population aged 20-39 years","24.5",""
"2015","Netherlands","Proportion of population aged 40-59 years","28.9",""
"2015","Netherlands","Proportion of population aged 60-79 years","19.6",""
"2015","Netherlands","Proportion of population aged 80 years and more","4.3",""
"2015","Austria","Median age of population","43.0",""
"2015","Austria","Proportion of population aged 0-19 years","19.6",""
"2015","Austria","Proportion of population aged 20-39 years","26.2",""
"2015","Austria","Proportion of population aged 40-59 years","30.2",""
"2015","Austria","Proportion of population aged 60-79 years","19.0",""
"2015","Austria","Proportion of population aged 80 years and more","5.0",""
"2015","Poland","Median age of population","39.6",""
"2015","Poland","Proportion of population aged 0-19 years","20.4",""
"2015","Poland","Proportion of population aged 20-39 years","30.3",""
"2015","Poland","Proportion of population aged 40-59 years","26.9",""
"2015","Poland","Proportion of population aged 60-79 years","18.4",""
"2015","Poland","Proportion of population aged 80 years and more","4.0",""
"2015","Portugal","Median age of population","43.5","e"
"2015","Portugal","Proportion of population aged 0-19 years","19.7","e"
"2015","Portugal","Proportion of population aged 20-39 years","24.8","e"
"2015","Portugal","Proportion of population aged 40-59 years","29.0","e"
"2015","Portugal","Proportion of population aged 60-79 years","20.8","e"
"2015","Portugal","Proportion of population aged 80 years and more","5.7","e"
"2015","Romania","Median age of population","41.0","e"
"2015","Romania","Proportion of population aged 0-19 years","20.9","e"
"2015","Romania","Proportion of population aged 20-39 years","27.4","e"
"2015","Romania","Proportion of population aged 40-59 years","28.0","e"
"2015","Romania","Proportion of population aged 60-79 years","19.6","e"
"2015","Romania","Proportion of population aged 80 years and more","4.1","e"
"2015","Slovenia","Median age of population","42.8",""
"2015","Slovenia","Proportion of population aged 0-19 years","19.4",""
"2015","Slovenia","Proportion of population aged 20-39 years","26.5",""
"2015","Slovenia","Proportion of population aged 40-59 years","29.3",""
"2015","Slovenia","Proportion of population aged 60-79 years","20.0",""
"2015","Slovenia","Proportion of population aged 80 years and more","4.8",""
"2015","Slovakia","Median age of population","39.0",""
"2015","Slovakia","Proportion of population aged 0-19 years","20.7",""
"2015","Slovakia","Proportion of population aged 20-39 years","30.9",""
"2015","Slovakia","Proportion of population aged 40-59 years","27.8",""
"2015","Slovakia","Proportion of population aged 60-79 years","17.4",""
"2015","Slovakia","Proportion of population aged 80 years and more","3.1",""
"2015","Finland","Median age of population","42.4",""
"2015","Finland","Proportion of population aged 0-19 years","22.0",""
"2015","Finland","Proportion of population aged 20-39 years","25.2",""
"2015","Finland","Proportion of population aged 40-59 years","26.0",""
"2015","Finland","Proportion of population aged 60-79 years","21.7",""
"2015","Finland","Proportion of population aged 80 years and more","5.1",""
"2015","Sweden","Median age of population","40.9",""
"2015","Sweden","Proportion of population aged 0-19 years","22.7",""
"2015","Sweden","Proportion of population aged 20-39 years","26.1",""
"2015","Sweden","Proportion of population aged 40-59 years","25.9",""
"2015","Sweden","Proportion of population aged 60-79 years","20.3",""
"2015","Sweden","Proportion of population aged 80 years and more","5.1",""
"2015","United Kingdom","Median age of population","40.0","e"
"2015","United Kingdom","Proportion of population aged 0-19 years","23.6","e"
"2015","United Kingdom","Proportion of population aged 20-39 years","26.4","e"
"2015","United Kingdom","Proportion of population aged 40-59 years","26.8","e"
"2015","United Kingdom","Proportion of population aged 60-79 years","18.4","e"
"2015","United Kingdom","Proportion of population aged 80 years and more","4.8","e"
"2016","European Union (current composition)","Median age of population","42.6","bp"
"2016","European Union (current composition)","Proportion of population aged 0-19 years","20.9","bp"
"2016","European Union (current composition)","Proportion of population aged 20-39 years","25.4","bp"
"2016","European Union (current composition)","Proportion of population aged 40-59 years","28.4","bp"
"2016","European Union (current composition)","Proportion of population aged 60-79 years","19.9","bp"
"2016","European Union (current composition)","Proportion of population aged 80 years and more","5.4","bp"
"2016","Belgium","Median age of population","41.4",""
"2016","Belgium","Proportion of population aged 0-19 years","22.6",""
"2016","Belgium","Proportion of population aged 20-39 years","25.6",""
"2016","Belgium","Proportion of population aged 40-59 years","27.6",""
"2016","Belgium","Proportion of population aged 60-79 years","18.7",""
"2016","Belgium","Proportion of population aged 80 years and more","5.5",""
"2016","Bulgaria","Median age of population","43.6",""
"2016","Bulgaria","Proportion of population aged 0-19 years","18.3",""
"2016","Bulgaria","Proportion of population aged 20-39 years","26.1",""
"2016","Bulgaria","Proportion of population aged 40-59 years","28.2",""
"2016","Bulgaria","Proportion of population aged 60-79 years","22.7",""
"2016","Bulgaria","Proportion of population aged 80 years and more","4.7",""
"2016","Czech Republic","Median age of population","41.5",""
"2016","Czech Republic","Proportion of population aged 0-19 years","19.7",""
"2016","Czech Republic","Proportion of population aged 20-39 years","27.5",""
"2016","Czech Republic","Proportion of population aged 40-59 years","27.6",""
"2016","Czech Republic","Proportion of population aged 60-79 years","21.2",""
"2016","Czech Republic","Proportion of population aged 80 years and more","4.0",""
"2016","Denmark","Median age of population","41.5",""
"2016","Denmark","Proportion of population aged 0-19 years","23.0",""
"2016","Denmark","Proportion of population aged 20-39 years","24.9",""
"2016","Denmark","Proportion of population aged 40-59 years","27.4",""
"2016","Denmark","Proportion of population aged 60-79 years","20.5",""
"2016","Denmark","Proportion of population aged 80 years and more","4.3",""
"2016","Germany including former GDR","Median age of population","45.8",""
"2016","Germany including former GDR","Proportion of population aged 0-19 years","18.3",""
"2016","Germany including former GDR","Proportion of population aged 20-39 years","24.5",""
"2016","Germany including former GDR","Proportion of population aged 40-59 years","29.8",""
"2016","Germany including former GDR","Proportion of population aged 60-79 years","21.6",""
"2016","Germany including former GDR","Proportion of population aged 80 years and more","5.8",""
"2016","Estonia","Median age of population","41.6",""
"2016","Estonia","Proportion of population aged 0-19 years","20.6",""
"2016","Estonia","Proportion of population aged 20-39 years","27.2",""
"2016","Estonia","Proportion of population aged 40-59 years","26.8",""
"2016","Estonia","Proportion of population aged 60-79 years","20.3",""
"2016","Estonia","Proportion of population aged 80 years and more","5.1",""
"2016","Ireland","Median age of population","36.5","b"
"2016","Ireland","Proportion of population aged 0-19 years","27.6","b"
"2016","Ireland","Proportion of population aged 20-39 years","27.9","b"
"2016","Ireland","Proportion of population aged 40-59 years","26.3","b"
"2016","Ireland","Proportion of population aged 60-79 years","15.1","b"
"2016","Ireland","Proportion of population aged 80 years and more","3.1","b"
"2016","Greece","Median age of population","43.9",""
"2016","Greece","Proportion of population aged 0-19 years","19.4",""
"2016","Greece","Proportion of population aged 20-39 years","24.7",""
